cluster,nom,trend,season,volatility,yoy,cv,postes
0,Stables & Prévisibles (Cluster 0),0.0726565774631906,0.6708293437811945,1.248343098067146,0.8509258473008583,0.03294772349998622,"['ALCOOL_DE_BOUCHE', 'APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION', 'APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS', 'APPAREILS_ET_MATERIEL_THERAPEUTIQUES', ""ARTICLES_DE_BIJOUTERIE_ET_D_HORLOGERIE"", 'ASSURANCE_TRANSPORT', 'AUTOMOBILE', ""AUTRES_ARTICLES_VESTIMENTAIRES_ET_ACCESSOIRES_D_HABILLEMENT"", 'AUTRES_CONSERVES_DE_POISSONS', 'AUTRES_EFFETS_PERSONNELS', 'AUTRES_SERVICES_N.C.A.', 'AUTRES_SERVICES_RELATIFS_AUX_VEHICULES_PERSONNELS', 'BEURRE_MARGARINE', 'BIENS_ET_SERVICES_DIVERS', 'BIERE', 'BOISSONS_ALCOOLISEES_TABAC_ET_STUPEFIANTS', 'BOISSONS_NON_ALCOOLISEES_INDUSTRIELLES', 'COMMUNICATION_TELEPHONIQUE', 'CONFECTION_ET_REPARATIONS_VETEMENTS_HOMMES', 'CONFITURE_MIEL_CHOCOLAT_ET_CONFISERIE', 'CYCLE_MOTOCYCLE_ET_VEHICULE_A_TRACTION_ANIMALE', 'ENSEIGNEMENT', 'ENSEIGNEMENT_POST_SECONDAIRE_NON_SUPERIEUR', 'ENSEIGNEMENT_SECONDAIRE', 'ENSEIGNEMENT_SUPERIEUR', 'EQUIPEMENT_PHOTOGRAPHIQUE_CINEMATOGRAPHIQUE_OPTIQUE_AUTRE_BIEN_DURABLE_A_FONCTION_RECREATIVE_ET_CULTURELLE', 'FRAIS_DE_CONNEXION_INTERNET_ET_ASSIMILES', 'FRUITS_SECS_ET_NOIX', ""HOTELS_ET_AUTRES_SERVICES_D_HEBERGEMENT"", 'JEUX_DE_HASARD', 'JEUX_ET_JOUETS_PASSE_TEMPS_ET_ARTICLES_DE_SPORT_MATERIEL_C', 'JOURNAUX_ET_PUBLICATIONS_PERIODIQUES', 'LAITS_INFANTILES_ET_FARINES_LACTEES_POUR_BEBE', 'LIVRES_SCOLAIRES_ET_AUTRES_LIVRES', 'LOISIRS_ET_CULTURE', 'MATERIEL_DE_TELEPHONIE_ET_DE_TELECOPIE', ""MATERIEL_DE_TRAITEMENT_DE_L_INFORMATION_ET_SUPPORTS_D_ENREGISTREMENT_DE_L_IMAGE_ET_DU_SON"", 'MEDICAMENTS_MODERNES', 'NETTOYAGE_ET_BLANCHISSAGE_DES_VETEMENTS', 'OEUFS', 'OUTILLAGE_MATERIEL_ET_ACCESSOIRES_DIVERS', 'PAPETERIE_ET_IMPRIMES_DIVERS', 'PATISSERIES_GATEAUX_BISCUITS_VIENOISERIES', 'PIECES_DETACHEES_ET_ACCESSOIRES', 'PORC', 'PRODUITS_LAITIERS', 'PRODUITS_MEDICAUX_DIVERS', 'PRODUITS_POUR_JARDINS_PLANTES_ET_FLEURS_ANIMAUX_DE_COMPAGNIE_ET_ARTICLES_CONNEXES_ET_AUTRES_SERVICES_POUR_ANIMAUX_DE_COMPAGNIE', ""PRODUITS_POUR_L_ENTRETIEN_ET_REPARATION_COURANTE"", 'PRODUITS_POUR_SOINS_CORPORELS', 'PROTECTION_SOCIALE_ET_AUTRES_ASSURANCES', 'RESTAURANTS_CAFES_ET_ETABLISSEMENTS_SIMILAIRES', 'RESTAURANTS_ET_HOTELS', 'SANTE', 'SERVICES_CULTURELS_RECREATIFS_ET_SPORTIFS', 'SERVICES_DES_AUXILIAIRES_MEDICAUX', 'SERVICES_FINANCIERS', 'SERVICES_HOSPITALIERS', 'SERVICES_MEDICAUX_ET_DENTAIRES', 'SERVICES_POSTAUX', 'SOUS_VETEMENTS_FEMMES', 'SOUS_VETEMENTS_HOMMES', 'TENUES_SCOLAIRES', ""TISSUS_D_HABILLEMENT"", 'VETEMENTS_DE_DESSUS_FEMMES', 'VETEMENTS_DE_DESSUS_HOMMES', 'VETEMENTS_ENFANTS_(3_A_13_ANS)_ET_NOURRISSONS_(0_A_2_ANS)', 'VIN_ET_BOISSONS_FERMENTEES']"
1,Essentiels Volatils (Cluster 1),0.3456548144630046,1.7619383687510557,3.368230236393163,3.608091066117462,0.1058620991505456,"['BOEUF', 'BOISSONS_NON_ALCOOLISEES_ARTISANALES', 'CAFE_THE_CACAO_ET_AUTRES_VEGETAUX_POUR_TISANES', 'CANTINES', 'CARBURANTS_ET_LUBRIFIANTS', 'CEREALES_NON_TRANSFORMEES', 'COMBUSTIBLES_LIQUIDES', 'COMBUSTIBLES_SOLIDES_ET_AUTRES', 'COMMUNICATION', 'CONFECTION_ET_REPARATIONS_VETEMENTS_ENFANTS', 'CONFECTION_ET_REPARATIONS_VETEMENTS_FEMMES', 'ENSEIGNEMENT_NON_DEFINI_PAR_NIVEAU', 'ENSEIGNEMENT_PRE_ELEMENTAIRE_ET_PRIMAIRE', 'ENTRETIEN_ET_REPARATIONS_DE_VEHICULES_PARTICULIERS', 'FORFAIT_ET_CIRCUITS_TOURISTIQUES_COMPOSITES', 'HUILES', 'LAIT', 'LEGUMES_SECS_ET_OLEAGINEUX', 'LOYERS_EFFECTIFS_DES_LOCATAIRES_ET_SOUS_LOCATAIRES', 'MEDICAMENTS_TRADITIONNELS', 'MOUTON_CHEVRE', 'PAINS', 'PATES_ALIMENTAIRES', 'POISSONS_FRAIS', 'PRODUITS_ALIMENTAIRES_ET_BOISSONS_NON_ALCOOLISEES', 'SALONS_DE_COIFFURE_ET_INSTITUTS_DE_SOINS_ET_DE_BEAUTE', 'SEL_EPICES_SAUCES_ET_PRODUITS_ALIMENTAIRES_N.D.A', ""SERVICES_D_ENTRETIEN_ET_DE_REPARATIONS_COURANTES"", 'SERVICES_DE_LABORATOIRES_ET_DE_RADIOLOGIE', 'SERVICES_DOMESTIQUES', ""SERVICES_POUR_L_HABITATION_SAUF_SERVICES_DOMESTIQUES"", 'SUCRE', 'TABAC_ET_STUPEFIANTS', 'TRANSPORTS', 'TRANSPORT_AERIEN_DE_PASSAGERS', 'TRANSPORT_ROUTIER_DE_PASSAGERS', 'VOLAILLE']"
2,Hyper-Saisonniers,0.8124045453519089,7.40329267364197,7.3129139084203905,7.536505224508326,0.19040735159938538,"['AGRUMES', 'AUTRES_FRUITS_FRAIS', 'AUTRES_MATIERES_GRASSES', 'AUTRES_PRODUITS_A_BASE_DE_TUBERCULES_ET_DE_PLANTAIN', 'AUTRES_PRODUITS_FRAIS_DE_MER_OU_DE_FLEUVE', 'CHARCUTERIE_ET_CONSERVES_AUTRES_VIANDES_ET_PREPARATIONS_A_BASE_DE_VIANDE', 'FARINES_SEMOULES_ET_GRUAUX', 'LEGUMES_FRAIS_EN_FEUILLES', 'LEGUMES_FRAIS_EN_FRUITS_OU_RACINE', 'POISSONS_ET_AUTRES_PRODUITS_SECHES_OU_FUMES', ""REPARATION_ET_LOCATION_D_ARTICLES_CHAUSSANTS"", 'TUBERCULES_ET_PLANTAIN']"
