47,INFLATION EN GLISSEMENT EN MOYENNE ANNUELLE (NATIONALE),InflationGliss,https://www.anstat.ci/indicateur-details/9e9d73783dc836775df961b74ac17df5ec8bf31eb980531bf049b0e27d441c5323cb108c5f8ebca3f3d07bc24d99c15ec738274d1893d0b509b2d87d1b480d8eZU3DMboj2NIIdlGHQX_yfcJ75oInYRz8Jj5zA9N2Xu4CjdUhaD2vjQ45ybWYpYDE
48,INFLATION EN MOYENNE ANNUELLE (NATIONALE),,https://www.anstat.ci/indicateur-details/5c0637dadefda78139706b7f03d5738306e165bacbdbe2e4a5c144cf41d6c3c650487feaf78cc1aae013a41ad0d24f9ed9d4fa58eaf32b045dca718b29d25717gm_dE-z0ZwugNaOZY6GORYo5SgjQexa_NsrWQNxX2dRC6yMmKuGT_dwNoZsw_eg6
49,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR FONCTION DE CONSOMMATION (NATIONAL),PRODUITS ALIMENTAIRES ET BOISSONS NON ALCOOLISÉES,https://www.anstat.ci/indicateur-details/0a0d6ba20d566077d37cfd3f1a012639eabb04f1bb12ae9b85259368cf60f43f157eee7ca2093894647baeae7769c4be5aaaf540af1ed7d21cc94b716e0b06dbunk1Nw95-faxB37sMX3W2QG_PB4gSfh8Ke3ZNAJ0LlVt-fnkl1sxeUOfUTL84oLR
50,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR FONCTION DE CONSOMMATION (NATIONAL),"BOISSONS ALCOOLISÉES, TABAC ET STUPÉFIANTS",https://www.anstat.ci/indicateur-details/529b7d1006896d3b6916eea88b5d04cdbe5c8456c5d260bd9ea20275de5f60b55d28740d9bdea8b1c33fd7d005041f1c883daf66060f73935e6840de99125dbayCeg5YIKgmfouJyRr_AlDNpAT9bwcNOW4q67nbDfCiF5D5a-gP7zmBxzpez5kfQq
51,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR FONCTION DE CONSOMMATION (NATIONAL),COMMUNICATION,https://www.anstat.ci/indicateur-details/d4dfe98385f343dc97c17615a3a1de1a5a2b660fa645bf8b48d55c846160029e9e5895870575756e62fc3c042fca1b00c8f00788f94b6712a66f4aa6cd02c2fe14A1-KOmLc_mTA78I8-Dxu1oYrkEiCZl_xzugonBXvMk98CIdgI-jADa9vR09wQN
52,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR FONCTION DE CONSOMMATION (NATIONAL),ENSEIGNEMENT,https://www.anstat.ci/indicateur-details/513a33353570b5db85363cafc57c561bff6911ae921ced210a58d2a363d2566dd797efde1a72b17f6ba54675068996838bbfcc5580b7a78e2a4e0cd6836ecb9f102e26e1QNvjPjNOvDGFK6847dBcy81NBPofKqAQPpjCQhw8Ob8UBWy2J1rcz6Cr
53,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR FONCTION DE CONSOMMATION (NATIONAL),RESTAURANTS ET HÔTELS,https://www.anstat.ci/indicateur-details/b0798c9390881124e060cf932a0065159583e099ea8e272b0649d2cf65d985ead89877bb6f0114c217fe0253f0a99ab423e9cff4eb1711634f0a68bf37a2acf2WhaxcxGA61UKc3AJUeV_z-bzAhve2ghjOTOFhNUrrKJPoHIbYhK8CV6qZ4PfOgZA
54,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR FONCTION DE CONSOMMATION (NATIONAL),BIENS ET SERVICES DIVERS,https://www.anstat.ci/indicateur-details/afb7b88e735ae9cf249e4551e1864e96ee39819a427a9bbfeb4b623bbc9b58a05f1c7065d8b786e8d4de2a9130c2c2e0ca66c8b97a19b89afea07db8de42b155AfbGfmycdbi7yWJGUtSG-XrDkqaYvc_7Xjv-Jcth9gNkr5oPEH_-R7V7aErYimRk
55,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR POSTE DE CONSOMMATION (NATIONAL),"FARINES, SEMOULES ET GRUAUX",https://www.anstat.ci/indicateur-details/e793d5df588023d144e1de3f2d837f66eda969537ef9048a90a3141fd1de23241607bf886ee28c9c8dfe0bf34de3b3078c8a4147854e941d79a1a7ee3aba6a9bG6wnptxbNbwBmj-o9edwz_BbcmnBQRzC5vHxq3BRHg_U8-MgjRChR0aQkCMTPyNE
56,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR POSTE DE CONSOMMATION (NATIONAL),PÂTES ALIMENTAIRES,https://www.anstat.ci/indicateur-details/0c601204ea7c6ea03d631e83939ec7f73e562616cd896c944859c489e7a46d2ff6e5bcbfa2bdb324baf71a850cdfc6191a3f6f9d4c04b7c936d19f4ffdab8d55jTsPWKLgz2y2UeQPx5d3CtBnD3qqO0myqwTQr8UG-fBYE0x8YrI2Qeypwy3pgnNI
57,INDICE HARMONISÉ DES PRIX À LA CONSOMMATION PAR POSTE DE CONSOMMATION (NATIONAL),PAINS,https://www.anstat.ci/indicateur-details/c277f2e08364a64b5bbf936f1326be4fa23902d00027efb35a29d87f1fd42441e67fdfe4a1036d8929ed2298be02eeb8f508d4026dba47a0ce97a7af257011b84DifMwMONVAAaQFN9N7OlhhnGB9mZtSBRj6R9E2mjUJsrC2N2HUo8Bw0Zv9mSC2j
