annee_fin_couv,mois_fin_couv,annee_deb_couv,valeur,mois_deb_couv,nom_indicateur
2020,4,2020,94.9767054263566,4,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2020,5,2020,95.47914728682169,5,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2020,6,2020,95.19647286821704,6,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2020,7,2020,95.03455038759688,7,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2020,0,2020,95.5439457364341,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2020,9,2020,95.59571317829456,9,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2020,10,2020,95.86564341085273,10,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2020,11,2020,95.8225891472868,11,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2020,0,2020,95.35613565891472,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,1,2019,96.76825581395347,1,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,0,2019,97.23683333333332,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,3,2019,94.8771472868217,3,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,4,2019,96.12670155038758,4,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,5,2019,96.81406065985094,5,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,6,2019,96.49646899224804,6,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,7,2019,96.2598410852713,7,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,0,2019,95.1702,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,9,2019,94.9953,9,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,10,2019,94.43829999999998,10,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,11,2019,95.61958139534885,11,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2019,0,2019,95.72292635658916,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,1,2018,97.48569379844962,1,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,0,2018,97.83946124031009,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,3,2018,97.77157751937985,3,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,4,2018,96.70378682170542,4,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,5,2018,97.67224031007753,5,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,6,2018,98.47905426356589,6,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,7,2018,98.23131007751938,7,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,0,2018,96.70632945736432,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,9,2018,96.97256201550388,9,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,10,2018,96.97256201550388,10,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,11,2018,96.99320930232558,11,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2018,0,2018,96.5383953488372,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,1,2017,100.3476356589147,1,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,0,2017,97.58164728682172,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,3,2017,99.14478682170542,3,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,4,2017,97.15312790697676,4,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,5,2017,97.63437596899226,5,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,6,2017,96.7025620155039,6,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,7,2017,99.48941472868216,7,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,0,2017,99.16541860465117,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,9,2017,98.75524031007753,9,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,10,2017,98.75524031007753,10,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,11,2017,97.21221317829458,11,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2017,0,2017,98.00351550387596,0,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION
2024,1,2024,99.93652165242425,1,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,0,2024,100.3452255513448,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,3,2024,100.7007015731796,3,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,4,2024,100.7146134232193,4,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,5,2024,100.7864859633823,5,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,6,2024,100.8028244509279,6,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,7,2024,100.5715792040222,7,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,0,2024,100.5715792040222,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,9,2024,100.522646888333,9,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2024,10,2024,100.522646888333,10,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,1,2023,103.1041119360366,1,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,0,2023,102.7426556253569,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,3,2023,98.17745859508852,3,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,4,2023,99.02152484294687,4,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,5,2023,99.02430611079384,5,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,6,2023,99.03684751570532,6,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,7,2023,99.03684751570532,7,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,0,2023,99.09790976584809,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,9,2023,99.1003666449654,9,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,10,2023,99.1003666449654,10,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,11,2023,99.14063991375608,11,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2023,0,2023,99.79232995595876,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,1,2022,97.63889206167906,1,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,0,2022,97.63210736721877,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,3,2022,102.2298686464877,3,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,4,2022,102.2298686464877,4,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,5,2022,104.1697715591091,5,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,6,2022,102.3809366076528,6,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,7,2022,102.3809366076528,7,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,0,2022,102.4837578526557,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,9,2022,102.4683209594518,9,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,10,2022,102.3756996002284,10,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,11,2022,102.1853112507139,11,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2022,0,2022,102.2522044545974,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,1,2021,100.30037692747,1,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,0,2021,100.4091147915477,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,3,2021,100.8727355796688,3,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,4,2021,100.196527698458,4,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,5,2021,100.9339577384352,5,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,6,2021,100.0397258709309,6,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,7,2021,100.3422501427756,7,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,0,2021,99.66604226156484,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,9,2021,99.66604226156484,9,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,10,2021,99.66604226156484,10,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,11,2021,99.13442604226158,11,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2021,0,2021,99.70044545973732,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,1,2020,100.1340034266134,1,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,0,2020,100.1340034266134,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,3,2020,99.89157624214737,3,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,4,2020,100.2569160479726,4,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,5,2020,100.7793375214164,5,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,6,2020,100.0737292975443,6,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,7,2020,100.5881267846945,7,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,0,2020,91.45868075385496,0,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
2020,9,2020,100.8120217018847,9,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS
